Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_araddr[30:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlock,design_1_i/system_ila_0/inst/net_slot_0_axi_arprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awaddr[30:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlock,design_1_i/system_ila_0/inst/net_slot_0_axi_awprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_b_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_r_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rdata[511:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wdata[511:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wstrb[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_awready,design_1_i/system_ila_0/inst/net_slot_0_axi_w_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_wready,design_1_i/system_ila_0/inst/net_slot_0_axi_wlast,design_1_i/system_ila_0/inst/net_slot_0_axi_bvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_b_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bready,design_1_i/system_ila_0/inst/net_slot_0_axi_arvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arready,design_1_i/system_ila_0/inst/net_slot_0_axi_r_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_rready,design_1_i/system_ila_0/inst/net_slot_0_axi_rlast,design_1_i/system_ila_0/inst/net_slot_1_axi_ar_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_araddr[6:0],design_1_i/system_ila_0/inst/net_slot_1_axi_arprot[2:0],design_1_i/system_ila_0/inst/net_slot_1_axi_aw_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_awaddr[6:0],design_1_i/system_ila_0/inst/net_slot_1_axi_awprot[2:0],design_1_i/system_ila_0/inst/net_slot_1_axi_b_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_bresp[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_r_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_rdata[63:0],design_1_i/system_ila_0/inst/net_slot_1_axi_rresp[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_wdata[63:0],design_1_i/system_ila_0/inst/net_slot_1_axi_wstrb[7:0],design_1_i/system_ila_0/inst/net_slot_1_axi_awvalid,design_1_i/system_ila_0/inst/net_slot_1_axi_aw_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_awready,design_1_i/system_ila_0/inst/net_slot_1_axi_w_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_wvalid,design_1_i/system_ila_0/inst/net_slot_1_axi_wready,design_1_i/system_ila_0/inst/net_slot_1_axi_b_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_bvalid,design_1_i/system_ila_0/inst/net_slot_1_axi_bready,design_1_i/system_ila_0/inst/net_slot_1_axi_arvalid,design_1_i/system_ila_0/inst/net_slot_1_axi_ar_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_arready,design_1_i/system_ila_0/inst/net_slot_1_axi_r_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_1_axi_rvalid,design_1_i/system_ila_0/inst/net_slot_1_axi_rready,design_1_i/system_ila_0/inst/net_slot_2_axi_ar_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_araddr[63:0],design_1_i/system_ila_0/inst/net_slot_2_axi_arcache[3:0],design_1_i/system_ila_0/inst/net_slot_2_axi_arlen[7:0],design_1_i/system_ila_0/inst/net_slot_2_axi_arlock,design_1_i/system_ila_0/inst/net_slot_2_axi_arprot[2:0],design_1_i/system_ila_0/inst/net_slot_2_axi_arqos[3:0],design_1_i/system_ila_0/inst/net_slot_2_axi_arregion[3:0],design_1_i/system_ila_0/inst/net_slot_2_axi_arsize[2:0],design_1_i/system_ila_0/inst/net_slot_2_axi_aw_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awaddr[63:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awcache[3:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awlen[7:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awlock,design_1_i/system_ila_0/inst/net_slot_2_axi_awprot[2:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awqos[3:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awregion[3:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awsize[2:0],design_1_i/system_ila_0/inst/net_slot_2_axi_b_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_bresp[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_r_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_rdata[31:0],design_1_i/system_ila_0/inst/net_slot_2_axi_rresp[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_wdata[31:0],design_1_i/system_ila_0/inst/net_slot_2_axi_wstrb[3:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awvalid,design_1_i/system_ila_0/inst/net_slot_2_axi_aw_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_awready,design_1_i/system_ila_0/inst/net_slot_2_axi_w_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_2_axi_wvalid,design_1_i/system_ila_0/inst/net_slot_2_axi_wready,design_1_i/system_ila_0/inst/net_slot_2_axi_wlast,design_1_i/system_ila_0/inst/net_slot_2_axi_bvalid,design_1_i/system_ila_0/inst/net_slot_2_axi_b_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_bready,design_1_i/system_ila_0/inst/net_slot_2_axi_ar_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_2_axi_arvalid,design_1_i/system_ila_0/inst/net_slot_2_axi_arready,design_1_i/system_ila_0/inst/net_slot_2_axi_rvalid,design_1_i/system_ila_0/inst/net_slot_2_axi_r_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_2_axi_rready,design_1_i/system_ila_0/inst/net_slot_2_axi_rlast,AR_Channel_(i1:s0)_(axi_smc_M00_AXI)[2:0],AR_Channel_(i1:s1)_(axi_smc_M01_AXI)[2:0],AR_Channel_(i1:s2)_(svd_top1_0_m_axi_gmem)[2:0],AW_Channel_(i1:s0)_(axi_smc_M00_AXI)[2:0],AW_Channel_(i1:s1)_(axi_smc_M01_AXI)[2:0],AW_Channel_(i1:s2)_(svd_top1_0_m_axi_gmem)[2:0],B_Channel_(i1:s0)_(axi_smc_M00_AXI)[2:0],B_Channel_(i1:s1)_(axi_smc_M01_AXI)[2:0],B_Channel_(i1:s2)_(svd_top1_0_m_axi_gmem)[2:0],Interface_(i1:s0)_(axi_smc_M00_AXI)[2:0],Interface_(i1:s1)_(axi_smc_M01_AXI)[2:0],Interface_(i1:s2)_(svd_top1_0_m_axi_gmem)[2:0],R_Channel_(i1:s0)_(axi_smc_M00_AXI)[2:0],R_Channel_(i1:s1)_(axi_smc_M01_AXI)[2:0],R_Channel_(i1:s2)_(svd_top1_0_m_axi_gmem)[2:0],W_Channel_(i1:s0)_(axi_smc_M00_AXI)[2:0],W_Channel_(i1:s1)_(axi_smc_M01_AXI)[2:0],W_Channel_(i1:s2)_(svd_top1_0_m_axi_gmem)[2:0],ila_1___slot_0___axi_smc_M00_AXI___Write_Transactions_0[15:0],ila_1___slot_0___axi_smc_M00_AXI___Write_Transactions_1[15:0],ila_1___slot_2___svd_top1_0_m_axi_gmem___Write_Transactions_0[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,0000000060000840,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,3,1,1,0,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Data Beat","_","_","_"
1,1,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,0000000060000840,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,"OKAY",0,04030201,"OKAY",7fc00000,f,1,3,1,7,1,1,1,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","Addr Cmd","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Last Data","_","_","OVERFLOW"
2,2,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",3,0000000060000880,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",3,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,3,1,1,0,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Data Beat","_","_","OVERFLOW"
3,3,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",3,0000000060000880,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",3,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,3,1,1,0,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Data Beat","_","_","OVERFLOW"
4,4,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",3,0000000060000880,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",3,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,1,1,0,0,1,3,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","Write Response","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","_","_","_","OVERFLOW"
5,5,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,0000000060000880,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,3,1,1,0,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Data Beat","_","_","OVERFLOW"
6,6,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,0000000060000880,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,3,1,1,0,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Data Beat","_","_","OVERFLOW"
7,7,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,0000000060000880,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,3,1,1,0,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Data Beat","_","_","OVERFLOW"
8,8,0,0,70000ea0,"INCR",3,05,0,"Data Secure Unprivileged",0,"64 bytes",1,60000800,"INCR",3,00,0,"Data Secure Unprivileged",0,"64 bytes",1,"OKAY",0,00000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001,"OKAY",7fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc000007fc00000,ffffffffffffffff,0,0,0,6,0,1,1,0,2,1,0,2,1,6,0,1,1,0,38,"Data Secure Unprivileged",0,38,"Data Secure Unprivileged",0,"OKAY",0,0000000000000000,"OKAY",0000000046930001,01,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,0,0000000040000fc0,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,0000000060000880,3,0f,0,"Data Secure Unprivileged",0,0,"4 bytes",2,"OKAY",0,04030201,"OKAY",7fc00000,f,0,2,1,3,1,1,0,0,2,1,2,0,1,0,2,1,0,"No Read Addr Cmds","No Read Addr Cmds","No Read Addr Cmds","_","No Write Addr Cmds","_","_","No Write Responses","_","_","Inactive","Active","No Read Data Beats","No Read Data Beats","No Read Data Beats","_","No Write Data Beats","Data Beat","_","_","OVERFLOW"
